WARNING - METER - No observers have been added to this run
INFO - METER - Running command 'main'
INFO - METER - Started
/home/crk/miniconda3/envs/ExAi/lib/python3.10/site-packages/huggingface_hub/file_download.py:1142: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
HEREEEE
Load 3303 data from split(s) valid.
Load 3303 data from split(s) valid.
  0%|          | 0/3303 [00:00<?, ?it/s]/home/crk/miniconda3/envs/ExAi/lib/python3.10/site-packages/transformers/modeling_utils.py:881: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
  warnings.warn(
Text+: 0.0 | Text-: 0.0 | Image+: 100.0 | Image-: 100.0:   0%|          | 0/3303 [00:04<?, ?it/s]
Text+: 6.66 | Text-: 6.66 | Image+: 35.21 | Image-: 35.21:  24%|██▍       | 803/3303 [1:01:51<2:20:29,  3.37s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.24 | Image-: 35.24:  24%|██▍       | 803/3303 [1:01:54<2:20:29,  3.37s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.24 | Image-: 35.24:  24%|██▍       | 804/3303 [1:01:55<2:23:32,  3.45s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.23 | Image-: 35.23:  24%|██▍       | 804/3303 [1:01:58<2:23:32,  3.45s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.23 | Image-: 35.23:  24%|██▍       | 805/3303 [1:01:58<2:24:08,  3.46s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 35.26 | Image-: 35.26:  24%|██▍       | 805/3303 [1:02:01<2:24:08,  3.46s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 35.26 | Image-: 35.26:  24%|██▍       | 806/3303 [1:02:01<2:24:07,  3.46s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.34 | Image-: 35.34:  24%|██▍       | 806/3303 [1:02:04<2:24:07,  3.46s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.34 | Image-: 35.34:  24%|██▍       | 807/3303 [1:02:05<2:22:46,  3.43s/it]
Text+: 6.62 | Text-: 6.62 | Image+: 35.3 | Image-: 35.3:  24%|██▍       | 807/3303 [1:02:08<2:22:46,  3.43s/it]  
Text+: 6.62 | Text-: 6.62 | Image+: 35.3 | Image-: 35.3:  24%|██▍       | 808/3303 [1:02:08<2:21:12,  3.40s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.25 | Image-: 35.25:  24%|██▍       | 808/3303 [1:02:11<2:21:12,  3.40s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.25 | Image-: 35.25:  24%|██▍       | 809/3303 [1:02:12<2:20:44,  3.39s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.21 | Image-: 35.21:  24%|██▍       | 809/3303 [1:02:14<2:20:44,  3.39s/it]  
Text+: 6.6 | Text-: 6.6 | Image+: 35.21 | Image-: 35.21:  25%|██▍       | 810/3303 [1:02:15<2:18:59,  3.34s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.17 | Image-: 35.17:  25%|██▍       | 810/3303 [1:02:18<2:18:59,  3.34s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.17 | Image-: 35.17:  25%|██▍       | 811/3303 [1:02:18<2:19:22,  3.36s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.12 | Image-: 35.12:  25%|██▍       | 811/3303 [1:02:21<2:19:22,  3.36s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.12 | Image-: 35.12:  25%|██▍       | 812/3303 [1:02:22<2:20:34,  3.39s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.08 | Image-: 35.08:  25%|██▍       | 812/3303 [1:02:25<2:20:34,  3.39s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.08 | Image-: 35.08:  25%|██▍       | 813/3303 [1:02:25<2:20:43,  3.39s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.07 | Image-: 35.07:  25%|██▍       | 813/3303 [1:02:28<2:20:43,  3.39s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.07 | Image-: 35.07:  25%|██▍       | 814/3303 [1:02:28<2:18:29,  3.34s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.03 | Image-: 35.03:  25%|██▍       | 814/3303 [1:02:31<2:18:29,  3.34s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.03 | Image-: 35.03:  25%|██▍       | 815/3303 [1:02:31<2:17:18,  3.31s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.11 | Image-: 35.11:  25%|██▍       | 815/3303 [1:02:35<2:17:18,  3.31s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.11 | Image-: 35.11:  25%|██▍       | 816/3303 [1:02:35<2:21:15,  3.41s/it]
Text+: 6.55 | Text-: 6.55 | Image+: 35.19 | Image-: 35.19:  25%|██▍       | 816/3303 [1:02:38<2:21:15,  3.41s/it]
Text+: 6.55 | Text-: 6.55 | Image+: 35.19 | Image-: 35.19:  25%|██▍       | 817/3303 [1:02:39<2:21:40,  3.42s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.27 | Image-: 35.27:  25%|██▍       | 817/3303 [1:02:42<2:21:40,  3.42s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.27 | Image-: 35.27:  25%|██▍       | 818/3303 [1:02:42<2:22:58,  3.45s/it]
Text+: 6.53 | Text-: 6.53 | Image+: 35.35 | Image-: 35.35:  25%|██▍       | 818/3303 [1:02:45<2:22:58,  3.45s/it]
Text+: 6.53 | Text-: 6.53 | Image+: 35.35 | Image-: 35.35:  25%|██▍       | 819/3303 [1:02:45<2:22:04,  3.43s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.3 | Image-: 35.3:  25%|██▍       | 819/3303 [1:02:48<2:22:04,  3.43s/it]  
Text+: 6.52 | Text-: 6.52 | Image+: 35.3 | Image-: 35.3:  25%|██▍       | 820/3303 [1:02:49<2:21:15,  3.41s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.26 | Image-: 35.26:  25%|██▍       | 820/3303 [1:02:52<2:21:15,  3.41s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.26 | Image-: 35.26:  25%|██▍       | 821/3303 [1:02:52<2:21:50,  3.43s/it]
Text+: 6.51 | Text-: 6.51 | Image+: 35.22 | Image-: 35.22:  25%|██▍       | 821/3303 [1:02:55<2:21:50,  3.43s/it]
Text+: 6.51 | Text-: 6.51 | Image+: 35.22 | Image-: 35.22:  25%|██▍       | 822/3303 [1:02:56<2:23:27,  3.47s/it]
Text+: 6.5 | Text-: 6.5 | Image+: 35.18 | Image-: 35.18:  25%|██▍       | 822/3303 [1:02:59<2:23:27,  3.47s/it]  
Text+: 6.5 | Text-: 6.5 | Image+: 35.18 | Image-: 35.18:  25%|██▍       | 823/3303 [1:02:59<2:21:52,  3.43s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.24 | Image-: 35.24:  25%|██▍       | 823/3303 [1:03:02<2:21:52,  3.43s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.24 | Image-: 35.24:  25%|██▍       | 824/3303 [1:03:03<2:21:07,  3.42s/it]
Text+: 6.48 | Text-: 6.48 | Image+: 35.27 | Image-: 35.27:  25%|██▍       | 824/3303 [1:03:06<2:21:07,  3.42s/it]
Text+: 6.48 | Text-: 6.48 | Image+: 35.27 | Image-: 35.27:  25%|██▍       | 825/3303 [1:03:06<2:26:04,  3.54s/it]
Text+: 6.48 | Text-: 6.48 | Image+: 35.23 | Image-: 35.23:  25%|██▍       | 825/3303 [1:03:10<2:26:04,  3.54s/it]
Text+: 6.48 | Text-: 6.48 | Image+: 35.23 | Image-: 35.23:  25%|██▌       | 826/3303 [1:03:10<2:27:44,  3.58s/it]
Text+: 6.47 | Text-: 6.47 | Image+: 35.19 | Image-: 35.19:  25%|██▌       | 826/3303 [1:03:13<2:27:44,  3.58s/it]
Text+: 6.47 | Text-: 6.47 | Image+: 35.19 | Image-: 35.19:  25%|██▌       | 827/3303 [1:03:14<2:28:18,  3.59s/it]
Text+: 6.46 | Text-: 6.46 | Image+: 35.14 | Image-: 35.14:  25%|██▌       | 827/3303 [1:03:17<2:28:18,  3.59s/it]
Text+: 6.46 | Text-: 6.46 | Image+: 35.14 | Image-: 35.14:  25%|██▌       | 828/3303 [1:03:18<2:31:33,  3.67s/it]
Text+: 6.45 | Text-: 6.45 | Image+: 35.1 | Image-: 35.1:  25%|██▌       | 828/3303 [1:03:21<2:31:33,  3.67s/it]  
Text+: 6.45 | Text-: 6.45 | Image+: 35.1 | Image-: 35.1:  25%|██▌       | 829/3303 [1:03:21<2:33:36,  3.73s/it]
Text+: 6.45 | Text-: 6.45 | Image+: 35.06 | Image-: 35.06:  25%|██▌       | 829/3303 [1:03:25<2:33:36,  3.73s/it]
Text+: 6.45 | Text-: 6.45 | Image+: 35.06 | Image-: 35.06:  25%|██▌       | 830/3303 [1:03:25<2:36:13,  3.79s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.02 | Image-: 35.02:  25%|██▌       | 830/3303 [1:03:29<2:36:13,  3.79s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.02 | Image-: 35.02:  25%|██▌       | 831/3303 [1:03:29<2:37:28,  3.82s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 34.98 | Image-: 34.98:  25%|██▌       | 831/3303 [1:03:33<2:37:28,  3.82s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 34.98 | Image-: 34.98:  25%|██▌       | 832/3303 [1:03:33<2:37:59,  3.84s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.05 | Image-: 35.05:  25%|██▌       | 832/3303 [1:03:36<2:37:59,  3.84s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.05 | Image-: 35.05:  25%|██▌       | 833/3303 [1:03:37<2:37:01,  3.81s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.12 | Image-: 35.12:  25%|██▌       | 833/3303 [1:03:40<2:37:01,  3.81s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.12 | Image-: 35.12:  25%|██▌       | 834/3303 [1:03:41<2:37:13,  3.82s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.19 | Image-: 35.19:  25%|██▌       | 834/3303 [1:03:44<2:37:13,  3.82s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.19 | Image-: 35.19:  25%|██▌       | 835/3303 [1:03:45<2:36:29,  3.80s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.14 | Image-: 35.14:  25%|██▌       | 835/3303 [1:03:48<2:36:29,  3.80s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.14 | Image-: 35.14:  25%|██▌       | 836/3303 [1:03:48<2:35:50,  3.79s/it]
Text+: 6.55 | Text-: 6.55 | Image+: 35.1 | Image-: 35.1:  25%|██▌       | 836/3303 [1:03:52<2:35:50,  3.79s/it]  
Text+: 6.55 | Text-: 6.55 | Image+: 35.1 | Image-: 35.1:  25%|██▌       | 837/3303 [1:03:52<2:37:08,  3.82s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.18 | Image-: 35.18:  25%|██▌       | 837/3303 [1:03:55<2:37:08,  3.82s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.18 | Image-: 35.18:  25%|██▌       | 838/3303 [1:03:56<2:35:51,  3.79s/it]
Text+: 6.53 | Text-: 6.53 | Image+: 35.26 | Image-: 35.26:  25%|██▌       | 838/3303 [1:03:59<2:35:51,  3.79s/it]
Text+: 6.53 | Text-: 6.53 | Image+: 35.26 | Image-: 35.26:  25%|██▌       | 839/3303 [1:03:59<2:29:34,  3.64s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.21 | Image-: 35.21:  25%|██▌       | 839/3303 [1:04:02<2:29:34,  3.64s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.21 | Image-: 35.21:  25%|██▌       | 840/3303 [1:04:02<2:23:32,  3.50s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.17 | Image-: 35.17:  25%|██▌       | 840/3303 [1:04:05<2:23:32,  3.50s/it]
Text+: 6.52 | Text-: 6.52 | Image+: 35.17 | Image-: 35.17:  25%|██▌       | 841/3303 [1:04:06<2:22:37,  3.48s/it]
Text+: 6.51 | Text-: 6.51 | Image+: 35.25 | Image-: 35.25:  25%|██▌       | 841/3303 [1:04:09<2:22:37,  3.48s/it]
Text+: 6.51 | Text-: 6.51 | Image+: 35.25 | Image-: 35.25:  25%|██▌       | 842/3303 [1:04:09<2:23:20,  3.49s/it]
Text+: 6.5 | Text-: 6.5 | Image+: 35.21 | Image-: 35.21:  25%|██▌       | 842/3303 [1:04:12<2:23:20,  3.49s/it]  
Text+: 6.5 | Text-: 6.5 | Image+: 35.21 | Image-: 35.21:  26%|██▌       | 843/3303 [1:04:12<2:19:38,  3.41s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.17 | Image-: 35.17:  26%|██▌       | 843/3303 [1:04:16<2:19:38,  3.41s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.17 | Image-: 35.17:  26%|██▌       | 844/3303 [1:04:16<2:20:06,  3.42s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.23 | Image-: 35.23:  26%|██▌       | 844/3303 [1:04:19<2:20:06,  3.42s/it]
Text+: 6.49 | Text-: 6.49 | Image+: 35.23 | Image-: 35.23:  26%|██▌       | 845/3303 [1:04:19<2:19:59,  3.42s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.19 | Image-: 35.19:  26%|██▌       | 845/3303 [1:04:22<2:19:59,  3.42s/it]  
Text+: 6.6 | Text-: 6.6 | Image+: 35.19 | Image-: 35.19:  26%|██▌       | 846/3303 [1:04:23<2:21:13,  3.45s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.15 | Image-: 35.15:  26%|██▌       | 846/3303 [1:04:26<2:21:13,  3.45s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.15 | Image-: 35.15:  26%|██▌       | 847/3303 [1:04:26<2:20:36,  3.44s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.14 | Image-: 35.14:  26%|██▌       | 847/3303 [1:04:29<2:20:36,  3.44s/it]
Text+: 6.58 | Text-: 6.58 | Image+: 35.14 | Image-: 35.14:  26%|██▌       | 848/3303 [1:04:30<2:20:44,  3.44s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.14 | Image-: 35.14:  26%|██▌       | 848/3303 [1:04:33<2:20:44,  3.44s/it]
Text+: 6.57 | Text-: 6.57 | Image+: 35.14 | Image-: 35.14:  26%|██▌       | 849/3303 [1:04:33<2:22:19,  3.48s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.09 | Image-: 35.09:  26%|██▌       | 849/3303 [1:04:36<2:22:19,  3.48s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.09 | Image-: 35.09:  26%|██▌       | 850/3303 [1:04:37<2:20:38,  3.44s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.05 | Image-: 35.05:  26%|██▌       | 850/3303 [1:04:40<2:20:38,  3.44s/it]
Text+: 6.56 | Text-: 6.56 | Image+: 35.05 | Image-: 35.05:  26%|██▌       | 851/3303 [1:04:40<2:18:27,  3.39s/it]
Text+: 6.55 | Text-: 6.55 | Image+: 35.01 | Image-: 35.01:  26%|██▌       | 851/3303 [1:04:43<2:18:27,  3.39s/it]
Text+: 6.55 | Text-: 6.55 | Image+: 35.01 | Image-: 35.01:  26%|██▌       | 852/3303 [1:04:44<2:21:16,  3.46s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.09 | Image-: 35.09:  26%|██▌       | 852/3303 [1:04:47<2:21:16,  3.46s/it]
Text+: 6.54 | Text-: 6.54 | Image+: 35.09 | Image-: 35.09:  26%|██▌       | 853/3303 [1:04:47<2:26:04,  3.58s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.05 | Image-: 35.05:  26%|██▌       | 853/3303 [1:04:50<2:26:04,  3.58s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.05 | Image-: 35.05:  26%|██▌       | 854/3303 [1:04:51<2:26:37,  3.59s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 35.01 | Image-: 35.01:  26%|██▌       | 854/3303 [1:04:54<2:26:37,  3.59s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 35.01 | Image-: 35.01:  26%|██▌       | 855/3303 [1:04:55<2:26:17,  3.59s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 34.96 | Image-: 34.96:  26%|██▌       | 855/3303 [1:04:58<2:26:17,  3.59s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 34.96 | Image-: 34.96:  26%|██▌       | 856/3303 [1:04:58<2:22:11,  3.49s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.04 | Image-: 35.04:  26%|██▌       | 856/3303 [1:05:01<2:22:11,  3.49s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.04 | Image-: 35.04:  26%|██▌       | 857/3303 [1:05:01<2:18:44,  3.40s/it]
Text+: 6.62 | Text-: 6.62 | Image+: 35.0 | Image-: 35.0:  26%|██▌       | 857/3303 [1:05:04<2:18:44,  3.40s/it]  
Text+: 6.62 | Text-: 6.62 | Image+: 35.0 | Image-: 35.0:  26%|██▌       | 858/3303 [1:05:04<2:17:56,  3.39s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.08 | Image-: 35.08:  26%|██▌       | 858/3303 [1:05:07<2:17:56,  3.39s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.08 | Image-: 35.08:  26%|██▌       | 859/3303 [1:05:08<2:17:29,  3.38s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.15 | Image-: 35.15:  26%|██▌       | 859/3303 [1:05:11<2:17:29,  3.38s/it]  
Text+: 6.6 | Text-: 6.6 | Image+: 35.15 | Image-: 35.15:  26%|██▌       | 860/3303 [1:05:11<2:19:47,  3.43s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.11 | Image-: 35.11:  26%|██▌       | 860/3303 [1:05:14<2:19:47,  3.43s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.11 | Image-: 35.11:  26%|██▌       | 861/3303 [1:05:15<2:19:39,  3.43s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.07 | Image-: 35.07:  26%|██▌       | 861/3303 [1:05:18<2:19:39,  3.43s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.07 | Image-: 35.07:  26%|██▌       | 862/3303 [1:05:18<2:20:03,  3.44s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 35.03 | Image-: 35.03:  26%|██▌       | 862/3303 [1:05:21<2:20:03,  3.44s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 35.03 | Image-: 35.03:  26%|██▌       | 863/3303 [1:05:22<2:19:10,  3.42s/it]
Text+: 6.68 | Text-: 6.68 | Image+: 34.99 | Image-: 34.99:  26%|██▌       | 863/3303 [1:05:25<2:19:10,  3.42s/it]
Text+: 6.68 | Text-: 6.68 | Image+: 34.99 | Image-: 34.99:  26%|██▌       | 864/3303 [1:05:25<2:18:22,  3.40s/it]
Text+: 6.67 | Text-: 6.67 | Image+: 34.95 | Image-: 34.95:  26%|██▌       | 864/3303 [1:05:28<2:18:22,  3.40s/it]
Text+: 6.67 | Text-: 6.67 | Image+: 34.95 | Image-: 34.95:  26%|██▌       | 865/3303 [1:05:28<2:17:41,  3.39s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.91 | Image-: 34.91:  26%|██▌       | 865/3303 [1:05:31<2:17:41,  3.39s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.91 | Image-: 34.91:  26%|██▌       | 866/3303 [1:05:32<2:18:52,  3.42s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.87 | Image-: 34.87:  26%|██▌       | 866/3303 [1:05:35<2:18:52,  3.42s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.87 | Image-: 34.87:  26%|██▌       | 867/3303 [1:05:35<2:20:09,  3.45s/it]
Text+: 6.76 | Text-: 6.76 | Image+: 34.83 | Image-: 34.83:  26%|██▌       | 867/3303 [1:05:38<2:20:09,  3.45s/it]
Text+: 6.76 | Text-: 6.76 | Image+: 34.83 | Image-: 34.83:  26%|██▋       | 868/3303 [1:05:39<2:20:43,  3.47s/it]
Text+: 6.75 | Text-: 6.75 | Image+: 34.79 | Image-: 34.79:  26%|██▋       | 868/3303 [1:05:42<2:20:43,  3.47s/it]
Text+: 6.75 | Text-: 6.75 | Image+: 34.79 | Image-: 34.79:  26%|██▋       | 869/3303 [1:05:42<2:20:23,  3.46s/it]
Text+: 6.75 | Text-: 6.75 | Image+: 34.75 | Image-: 34.75:  26%|██▋       | 869/3303 [1:05:45<2:20:23,  3.46s/it]
Text+: 6.75 | Text-: 6.75 | Image+: 34.75 | Image-: 34.75:  26%|██▋       | 870/3303 [1:05:46<2:18:14,  3.41s/it]
Text+: 6.74 | Text-: 6.74 | Image+: 34.82 | Image-: 34.82:  26%|██▋       | 870/3303 [1:05:49<2:18:14,  3.41s/it]
Text+: 6.74 | Text-: 6.74 | Image+: 34.82 | Image-: 34.82:  26%|██▋       | 871/3303 [1:05:49<2:16:18,  3.36s/it]
Text+: 6.73 | Text-: 6.73 | Image+: 34.9 | Image-: 34.9:  26%|██▋       | 871/3303 [1:05:52<2:16:18,  3.36s/it]  
Text+: 6.73 | Text-: 6.73 | Image+: 34.9 | Image-: 34.9:  26%|██▋       | 872/3303 [1:05:52<2:16:25,  3.37s/it]
Text+: 6.72 | Text-: 6.72 | Image+: 34.86 | Image-: 34.86:  26%|██▋       | 872/3303 [1:05:55<2:16:25,  3.37s/it]
Text+: 6.72 | Text-: 6.72 | Image+: 34.86 | Image-: 34.86:  26%|██▋       | 873/3303 [1:05:56<2:17:21,  3.39s/it]
Text+: 6.72 | Text-: 6.72 | Image+: 34.93 | Image-: 34.93:  26%|██▋       | 873/3303 [1:05:58<2:17:21,  3.39s/it]
Text+: 6.72 | Text-: 6.72 | Image+: 34.93 | Image-: 34.93:  26%|██▋       | 874/3303 [1:05:59<2:15:09,  3.34s/it]
Text+: 6.71 | Text-: 6.71 | Image+: 34.89 | Image-: 34.89:  26%|██▋       | 874/3303 [1:06:02<2:15:09,  3.34s/it]
Text+: 6.71 | Text-: 6.71 | Image+: 34.89 | Image-: 34.89:  26%|██▋       | 875/3303 [1:06:02<2:18:08,  3.41s/it]
Text+: 6.7 | Text-: 6.7 | Image+: 34.85 | Image-: 34.85:  26%|██▋       | 875/3303 [1:06:06<2:18:08,  3.41s/it]  
Text+: 6.7 | Text-: 6.7 | Image+: 34.85 | Image-: 34.85:  27%|██▋       | 876/3303 [1:06:06<2:21:01,  3.49s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 34.81 | Image-: 34.81:  27%|██▋       | 876/3303 [1:06:09<2:21:01,  3.49s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 34.81 | Image-: 34.81:  27%|██▋       | 877/3303 [1:06:10<2:25:02,  3.59s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 34.77 | Image-: 34.77:  27%|██▋       | 877/3303 [1:06:13<2:25:02,  3.59s/it]
Text+: 6.69 | Text-: 6.69 | Image+: 34.77 | Image-: 34.77:  27%|██▋       | 878/3303 [1:06:14<2:28:01,  3.66s/it]
Text+: 6.68 | Text-: 6.68 | Image+: 34.85 | Image-: 34.85:  27%|██▋       | 878/3303 [1:06:17<2:28:01,  3.66s/it]
Text+: 6.68 | Text-: 6.68 | Image+: 34.85 | Image-: 34.85:  27%|██▋       | 879/3303 [1:06:18<2:30:29,  3.72s/it]
Text+: 6.67 | Text-: 6.67 | Image+: 34.92 | Image-: 34.92:  27%|██▋       | 879/3303 [1:06:21<2:30:29,  3.72s/it]
Text+: 6.67 | Text-: 6.67 | Image+: 34.92 | Image-: 34.92:  27%|██▋       | 880/3303 [1:06:21<2:27:21,  3.65s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.99 | Image-: 34.99:  27%|██▋       | 880/3303 [1:06:24<2:27:21,  3.65s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 34.99 | Image-: 34.99:  27%|██▋       | 881/3303 [1:06:25<2:24:13,  3.57s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 35.07 | Image-: 35.07:  27%|██▋       | 881/3303 [1:06:28<2:24:13,  3.57s/it]
Text+: 6.66 | Text-: 6.66 | Image+: 35.07 | Image-: 35.07:  27%|██▋       | 882/3303 [1:06:28<2:23:19,  3.55s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.14 | Image-: 35.14:  27%|██▋       | 882/3303 [1:06:31<2:23:19,  3.55s/it]
Text+: 6.65 | Text-: 6.65 | Image+: 35.14 | Image-: 35.14:  27%|██▋       | 883/3303 [1:06:32<2:22:37,  3.54s/it]
Text+: 6.64 | Text-: 6.64 | Image+: 35.1 | Image-: 35.1:  27%|██▋       | 883/3303 [1:06:35<2:22:37,  3.54s/it]  
Text+: 6.64 | Text-: 6.64 | Image+: 35.1 | Image-: 35.1:  27%|██▋       | 884/3303 [1:06:35<2:22:17,  3.53s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.18 | Image-: 35.18:  27%|██▋       | 884/3303 [1:06:38<2:22:17,  3.53s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.18 | Image-: 35.18:  27%|██▋       | 885/3303 [1:06:38<2:20:39,  3.49s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.14 | Image-: 35.14:  27%|██▋       | 885/3303 [1:06:41<2:20:39,  3.49s/it]
Text+: 6.63 | Text-: 6.63 | Image+: 35.14 | Image-: 35.14:  27%|██▋       | 886/3303 [1:06:42<2:18:49,  3.45s/it]
Text+: 6.62 | Text-: 6.62 | Image+: 35.16 | Image-: 35.16:  27%|██▋       | 886/3303 [1:06:45<2:18:49,  3.45s/it]
Text+: 6.62 | Text-: 6.62 | Image+: 35.16 | Image-: 35.16:  27%|██▋       | 887/3303 [1:06:45<2:17:47,  3.42s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.24 | Image-: 35.24:  27%|██▋       | 887/3303 [1:06:48<2:17:47,  3.42s/it]
Text+: 6.61 | Text-: 6.61 | Image+: 35.24 | Image-: 35.24:  27%|██▋       | 888/3303 [1:06:48<2:16:26,  3.39s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.2 | Image-: 35.2:  27%|██▋       | 888/3303 [1:06:51<2:16:26,  3.39s/it]    
Text+: 6.6 | Text-: 6.6 | Image+: 35.2 | Image-: 35.2:  27%|██▋       | 889/3303 [1:06:52<2:15:37,  3.37s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.27 | Image-: 35.27:  27%|██▋       | 889/3303 [1:06:55<2:15:37,  3.37s/it]
Text+: 6.6 | Text-: 6.6 | Image+: 35.27 | Image-: 35.27:  27%|██▋       | 890/3303 [1:06:55<2:15:51,  3.38s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.23 | Image-: 35.23:  27%|██▋       | 890/3303 [1:06:58<2:15:51,  3.38s/it]
Text+: 6.59 | Text-: 6.59 | Image+: 35.23 | Image-: 35.23:  27%|██▋       | 891/3303 [1:06:58<2:14:53,  3.36s/it]
